source,target
M_pa140_p,M_ttdca_p
M_h2o_p,M_2tdec7eg3p_p
M_h2o_p,M_ttdcea_p
M_pa141_p,M_2tdec7eg3p_p
M_pa141_p,M_ttdcea_p
M_h2o_p,M_2hdecg3p_p
M_h2o_p,M_hdca_p
M_pa160_p,M_2hdecg3p_p
M_pa160_p,M_hdca_p
M_h2o_p,M_2hdec9eg3p_p
M_h2o_p,M_hdcea_p
M_pa161_p,M_2hdec9eg3p_p
M_pa161_p,M_hdcea_p
M_h2o_p,M_2odecg3p_p
M_h2o_p,M_ocdca_p
M_pa180_p,M_2odecg3p_p
M_pa180_p,M_ocdca_p
M_ca2_c,M_ca2_p
M_na1_p,M_ca2_p
M_h_c,M_h_p
M_nadh_c,M_h_p
M_q8_c,M_h_p
M_2dmmq8_c,M_h_p
M_h_c,M_h_p
M_nadh_c,M_h_p
M_galctn__L_e,M_galctn__L_p
M_h_p,M_lys__L_p
M_lys__L_c,M_lys__L_p
M_dt5hsu_c,M_dkdglcn_c
M_ca2_c,M_ca2_p
M_h_p,M_ca2_p
M_h_c,M_h_p
M_mqn8_c,M_h_p
M_nadh_c,M_h_p
M_h2o_c,M_ACP_c
M_hdeACP_c,M_ACP_c
M_h2o_c,M_ACP_c
M_tdeACP_c,M_ACP_c
M_h_p,M_thr__L_p
M_thr__L_c,M_thr__L_p
M_arg__L_c,M_arg__L_p
M_h_p,M_arg__L_p
M_h2o_c,M_ACP_c
M_palmACP_c,M_ACP_c
M_mal__D_e,M_mal__D_p
M_orot_e,M_orot_p
M_ddcaACP_c,M_ACP_c
M_h2o_c,M_ACP_c
M_h2o_c,M_ACP_c
M_ocACP_c,M_ACP_c
M_h2o_c,M_ACP_c
M_myrsACP_c,M_ACP_c
M_dcaACP_c,M_ACP_c
M_h2o_c,M_ACP_c
M_5dglcn_e,M_5dglcn_p
M_h2o_p,M_1agpe161_p
M_h2o_p,M_h_p
M_h2o_p,M_hdcea_p
M_pe161_p,M_1agpe161_p
M_pe161_p,M_h_p
M_pe161_p,M_hdcea_p
M_h2o_p,M_1agpe180_p
M_h2o_p,M_h_p
M_h2o_p,M_ocdca_p
M_pe180_p,M_1agpe180_p
M_pe180_p,M_h_p
M_pe180_p,M_ocdca_p
M_tungs_e,M_tungs_p
M_h2o_p,M_1agpg120_p
M_h2o_p,M_ddca_p
M_h2o_p,M_h_p
M_pg120_p,M_1agpg120_p
M_pg120_p,M_ddca_p
M_pg120_p,M_h_p
M_h2o_p,M_1agpg180_p
M_h2o_p,M_h_p
M_h2o_p,M_ocdca_p
M_pg180_p,M_1agpg180_p
M_pg180_p,M_h_p
M_pg180_p,M_ocdca_p
M_1hdec9eg3p_p,M_glyc3p_p
M_1hdec9eg3p_p,M_h_p
M_1hdec9eg3p_p,M_hdcea_p
M_h2o_p,M_glyc3p_p
M_h2o_p,M_h_p
M_h2o_p,M_hdcea_p
M_1hdecg3p_p,M_glyc3p_p
M_1hdecg3p_p,M_h_p
M_1hdecg3p_p,M_hdca_p
M_h2o_p,M_glyc3p_p
M_h2o_p,M_h_p
M_h2o_p,M_hdca_p
M_cobalt2_p,M_cobalt2_c
M_5mtr_e,M_5mtr_p
M_h_p,M_ni2_p
M_ni2_c,M_ni2_p
M_ppa_e,M_ppa_p
M_h_p,M_thym_p
M_thym_c,M_thym_p
M_cl_p,M_h_p
M_h_c,M_h_p
M_coa_c,M_flxr_c
M_flxso_c,M_flxr_c
M_pyr_c,M_flxr_c
M_gthrd_c,M_dgslnt_c
M_h_c,M_dgslnt_c
M_slnt_c,M_dgslnt_c
M_psclys_e,M_psclys_p
M_thym_e,M_thym_p
M_fe2_c,M_fe2_p
M_h_p,M_fe2_p
M_h_p,M_mn2_p
M_mn2_c,M_mn2_p
M_h_c,M_h_p
M_mg2_p,M_h_p
M_h_c,M_ogmeACP_c
M_malACP_c,M_ogmeACP_c
M_malcoame_c,M_ogmeACP_c
M_h_c,M_hgmeACP_c
M_nadph_c,M_hgmeACP_c
M_ogmeACP_c,M_hgmeACP_c
M_gmeACP_c,M_ACP_c
M_gmeACP_c,M_opmeACP_c
M_h_c,M_ACP_c
M_h_c,M_opmeACP_c
M_malACP_c,M_ACP_c
M_malACP_c,M_opmeACP_c
M_atp_c,M_lipa_e
M_h2o_c,M_lipa_e
M_lipa_p,M_lipa_e
M_gtp_c,M_cdigmp_c
M_LalaDglu_e,M_LalaDglu_p
M_2fe1s_c,M_sufbcd_2fe2s_c
M_2fe1s_c,M_sufse_c
M_atp_c,M_sufbcd_2fe2s_c
M_atp_c,M_sufse_c
M_h2o_c,M_sufbcd_2fe2s_c
M_h2o_c,M_sufse_c
M_sufbcd_c,M_sufbcd_2fe2s_c
M_sufbcd_c,M_sufse_c
M_sufsesh_c,M_sufbcd_2fe2s_c
M_sufsesh_c,M_sufse_c
M_atp_c,M_lipa_cold_e
M_h2o_c,M_lipa_cold_e
M_lipa_cold_p,M_lipa_cold_e
M_atp_c,M_kdo2lipid4_e
M_h2o_c,M_kdo2lipid4_e
M_kdo2lipid4_p,M_kdo2lipid4_e
M_for_p,M_co2_p
M_for_p,M_h_p
M_h_c,M_co2_p
M_h_c,M_h_p
M_q8_c,M_co2_p
M_q8_c,M_h_p
M_for_p,M_co2_p
M_for_p,M_h_p
M_h_c,M_co2_p
M_h_c,M_h_p
M_mqn8_c,M_co2_p
M_mqn8_c,M_h_p
M_h_c,M_ACP_c
M_h_c,M_ttdcap_c
M_myrsACP_c,M_ACP_c
M_myrsACP_c,M_ttdcap_c
M_pi_c,M_ACP_c
M_pi_c,M_ttdcap_c
M_iscssh_c,M_iscs_c
M_iscssh_c,M_moadcosh_c
M_moadamp_c,M_iscs_c
M_moadamp_c,M_moadcosh_c
M_nadh_c,M_iscs_c
M_nadh_c,M_moadcosh_c
M_3hpp_e,M_3hpp_p
M_cm_p,M_cm_e
M_h_p,M_cm_e
M_fusa_p,M_fusa_e
M_h_p,M_fusa_e
M_hpmeACP_c,M_epmeACP_c
M_epmeACP_c,M_pmeACP_c
M_h_c,M_pmeACP_c
M_nadph_c,M_pmeACP_c
M_rfamp_e,M_rfamp_p
M_mincyc_e,M_mincyc_p
M_ala__L_c,M_ACP_c
M_pimACP_c,M_ACP_c
M_h_p,M_mincyc_e
M_mincyc_p,M_mincyc_e
M_cys__L_c,M_sufsesh_c
M_sufse_c,M_sufsesh_c
M_doxrbcn_e,M_doxrbcn_p
M_doxrbcn_p,M_doxrbcn_e
M_h_p,M_doxrbcn_e
M_atp_c,M_sufbcd_2fe2s_c
M_atp_c,M_sufse_c
M_fadh2_c,M_sufbcd_2fe2s_c
M_fadh2_c,M_sufse_c
M_fe2_c,M_sufbcd_2fe2s_c
M_fe2_c,M_sufse_c
M_h2o_c,M_sufbcd_2fe2s_c
M_h2o_c,M_sufse_c
M_sufbcd_c,M_sufbcd_2fe2s_c
M_sufbcd_c,M_sufse_c
M_sufsesh_c,M_sufbcd_2fe2s_c
M_sufsesh_c,M_sufse_c
M_fadh2_c,M_sufbcd_4fe4s_c
M_h_c,M_sufbcd_4fe4s_c
M_sufbcd_2fe2s2_c,M_sufbcd_4fe4s_c
M_sel_e,M_sel_p
M_hgmeACP_c,M_egmeACP_c
M_egmeACP_c,M_gmeACP_c
M_h_c,M_gmeACP_c
M_nadph_c,M_gmeACP_c
M_h_c,M_hpmeACP_c
M_nadph_c,M_hpmeACP_c
M_opmeACP_c,M_hpmeACP_c
M_rephaccoa_c,M_2oxpaccoa_c
M_h_c,M_ACP_c
M_h_c,M_ttdceap_c
M_pi_c,M_ACP_c
M_pi_c,M_ttdceap_c
M_tdeACP_c,M_ACP_c
M_tdeACP_c,M_ttdceap_c
M_h_c,M_ACP_c
M_h_c,M_hdceap_c
M_hdeACP_c,M_ACP_c
M_hdeACP_c,M_hdceap_c
M_pi_c,M_ACP_c
M_pi_c,M_hdceap_c
M_h_c,M_ACP_c
M_h_c,M_ocdcap_c
M_ocdcaACP_c,M_ACP_c
M_ocdcaACP_c,M_ocdcap_c
M_pi_c,M_ACP_c
M_pi_c,M_ocdcap_c
M_glyc3p_c,M_1hdec9eg3p_c
M_hdceap_c,M_1hdec9eg3p_c
M_meoh_e,M_meoh_p
M_cys__L_c,M_iscssh_c
M_iscs_c,M_iscssh_c
M_2mecdp_c,M_flxso_c
M_flxr_c,M_flxso_c
M_h_c,M_flxso_c
M_atp_c,M_flxso_c
M_flxr_c,M_flxso_c
M_h_c,M_flxso_c
M_flxr_c,M_flxso_c
M_gtp_c,M_flxso_c
M_h_c,M_flxso_c
M_fadh2_c,M_iscu_4fe4s_c
M_h_c,M_iscu_4fe4s_c
M_iscu_2fe2s2_c,M_iscu_4fe4s_c
M_h_c,M_sufbcd_c
M_sufbcd_2fe2s_c,M_sufbcd_c
M_moco_c,M_bmoco_c
M_mptamp_c,M_bmoco_c
M_mptamp_c,M_bwco_c
M_wco_c,M_bwco_c
M_ctp_c,M_flxso_c
M_flxr_c,M_flxso_c
M_h_c,M_flxso_c
M_flxr_c,M_flxso_c
M_h_c,M_flxso_c
M_utp_c,M_flxso_c
M_bwco_c,M_bwco1gdp_c
M_gtp_c,M_bwco1gdp_c
M_h_c,M_bwco1gdp_c
M_bwco1gdp_c,M_bwcogdp_c
M_gtp_c,M_bwcogdp_c
M_h_c,M_bwcogdp_c
M_flxso_c,M_flxr_c
M_nadph_c,M_flxr_c
M_5mtr_c,M_5mtr_p
M_5mtr_c,M_h_p
M_h_c,M_5mtr_p
M_h_c,M_h_p
M_ttrcyc_e,M_ttrcyc_p
M_dhnpt_c,M_dhmpt_c
M_dhmpt_c,M_thmnp_c
M_h_c,M_thmnp_c
M_nadph_c,M_thmnp_c
M_h_p,M_novbcn_e
M_novbcn_p,M_novbcn_e
M_cm_e,M_cm_p
M_h_p,M_ttrcyc_e
M_ttrcyc_p,M_ttrcyc_e
M_LalaLglu_e,M_LalaLglu_p
M_fadh2_c,M_iscs_c
M_fadh2_c,M_iscu_2fe2s_c
M_fe2_c,M_iscs_c
M_fe2_c,M_iscu_2fe2s_c
M_iscssh_c,M_iscs_c
M_iscssh_c,M_iscu_2fe2s_c
M_iscu_c,M_iscs_c
M_iscu_c,M_iscu_2fe2s_c
M_h_c,M_iscu_c
M_iscu_2fe2s_c,M_iscu_c
M_2oxpaccoa_c,M_3oxdhscoa_c
M_h2o_c,M_3oxdhscoa_c
M_nadp_c,M_3oxdhscoa_c
M_fadh2_c,M_iscs_c
M_fadh2_c,M_iscu_2fe2s2_c
M_fe2_c,M_iscs_c
M_fe2_c,M_iscu_2fe2s2_c
M_iscssh_c,M_iscs_c
M_iscssh_c,M_iscu_2fe2s2_c
M_iscu_2fe2s_c,M_iscs_c
M_iscu_2fe2s_c,M_iscu_2fe2s2_c
M_h_c,M_iscu_c
M_iscu_4fe4s_c,M_iscu_c
M_h_c,M_sufbcd_c
M_sufbcd_4fe4s_c,M_sufbcd_c
M_slnt_e,M_slnt_p
M_atp_c,M_sufbcd_2fe2s2_c
M_atp_c,M_sufse_c
M_fadh2_c,M_sufbcd_2fe2s2_c
M_fadh2_c,M_sufse_c
M_fe2_c,M_sufbcd_2fe2s2_c
M_fe2_c,M_sufse_c
M_h2o_c,M_sufbcd_2fe2s2_c
M_h2o_c,M_sufse_c
M_sufbcd_2fe2s_c,M_sufbcd_2fe2s2_c
M_sufbcd_2fe2s_c,M_sufse_c
M_sufsesh_c,M_sufbcd_2fe2s2_c
M_sufsesh_c,M_sufse_c
M_2fe2s_c,M_2fe1s_c
M_amet_c,M_2fe1s_c
M_dtbt_c,M_2fe1s_c
M_dgslnt_c,M_gslnt_c
M_h_c,M_gslnt_c
M_nadph_c,M_gslnt_c
M_4fe4s_c,M_lipopb_c
M_amet_c,M_lipopb_c
M_h_c,M_lipopb_c
M_nad_c,M_lipopb_c
M_octapb_c,M_lipopb_c
M_colipa_p,M_colipap_p
M_colipa_p,M_udcpp_p
M_udcpdp_p,M_colipap_p
M_udcpdp_p,M_udcpp_p
M_ddcaACP_c,M_ACP_c
M_ddcaACP_c,M_ddcap_c
M_h_c,M_ACP_c
M_h_c,M_ddcap_c
M_pi_c,M_ACP_c
M_pi_c,M_ddcap_c
M_3hpp_c,M_3hpp_p
M_3hpp_c,M_h_p
M_h_c,M_3hpp_p
M_h_c,M_h_p
M_atp_c,M_moadamp_c
M_h_c,M_moadamp_c
M_moadcoo_c,M_moadamp_c
M_h_c,M_ACP_c
M_h_c,M_octapb_c
M_ocACP_c,M_ACP_c
M_ocACP_c,M_octapb_c
M_atp_c,M_lipoamp_c
M_lipoate_c,M_lipoamp_c
M_lipoamp_c,M_lipopb_c
M_gtp_c,M_mocogdp_c
M_h_c,M_mocogdp_c
M_moco_c,M_mocogdp_c
M_h_c,M_wco_c
M_mptamp_c,M_wco_c
M_tungs_c,M_wco_c
M_h_p,M_rfamp_e
M_rfamp_p,M_rfamp_e
M_acolipa_p,M_acolipa_e
M_atp_c,M_acolipa_e
M_h2o_c,M_acolipa_e
M_h2o_c,M_nadhx__R_c
M_nadh_c,M_nadhx__R_c
M_atp_c,M_eca4colipa_e
M_eca4colipa_p,M_eca4colipa_e
M_h2o_c,M_eca4colipa_e
M_atp_c,M_colipap_e
M_colipap_p,M_colipap_e
M_h2o_c,M_colipap_e
M_nadphx__R_c,M_nadphx__S_c
M_ala__L_c,M_ala__L_p
M_ch4_e,M_ch4_p
M_tartr__D_e,M_tartr__D_p
M_btn_e,M_btn_p
M_atp_c,M_fe3dhbzs3_c
M_fe3dhbzs3_p,M_fe3dhbzs3_c
M_h2o_c,M_fe3dhbzs3_c
M_fe3dhbzs3_c,M_23dhbzs3_c
M_nadph_c,M_23dhbzs3_c
M_dxylnt_c,M_2ddara_c
M_arbt_e,M_arbt_p
M_alltt_c,M_urdgci_c
M_h2o_c,M_urdgci_c
M_h_c,M_urdgci_c
M_pydx_e,M_pydx_p
M_asp__L_p,M_succ_p
M_succ_c,M_succ_p
M_cit_e,M_fe3dcit_e
M_fe3_e,M_fe3dcit_e
M_mal__L_p,M_succ_p
M_succ_c,M_succ_p
M_pydxn_e,M_pydxn_p
M_feenter_c,M_fe3dhbzs3_c
M_h2o_c,M_fe3dhbzs3_c
M_h_c,M_ACP_c
M_h_c,M_hdcap_c
M_palmACP_c,M_ACP_c
M_palmACP_c,M_hdcap_c
M_pi_c,M_ACP_c
M_pi_c,M_hdcap_c
M_dxylnt_e,M_dxylnt_p
M_pydam_e,M_pydam_p
M_psuri_e,M_psuri_p
M_chol_c,M_chol_p
M_h_p,M_chol_p
M_succ_c,M_succ_p
M_tartr__D_p,M_succ_p
M_glyb_c,M_glyb_p
M_h_p,M_glyb_p
M_mththf_c,M_mththf_p
M_h_c,M_ACP_c
M_h_c,M_ocdceap_c
M_octeACP_c,M_ACP_c
M_octeACP_c,M_ocdceap_c
M_pi_c,M_ACP_c
M_pi_c,M_ocdceap_c
M_f_c,M_f_p
M_sq_c,M_sf_c
M_sfp_c,M_sla_c
M_chtbs_e,M_chtbs_p
M_trp__L_c,M_trp__L_p
M_tyr__L_c,M_tyr__L_p
M_adp_c,M_athtp_c
M_h_c,M_athtp_c
M_thmpp_c,M_athtp_c
M_dhps_c,M_dhps_p
M_sq_p,M_sq_c
M_dhps_e,M_dhps_p
M_h_p,M_spmd_p
M_spmd_c,M_spmd_p
M_fmn_p,M_fmn_e
M_atp_c,M_dhptdp_c
M_dhptd_c,M_dhptdp_c
M_phe__L_c,M_phe__L_p
M_h_p,M_mal__L_p
M_mal__L_c,M_mal__L_p
M_cit_c,M_cit_p
M_h_p,M_cit_p
M_crn__D_e,M_crn__D_p
M_cellb_e,M_cellb_p
M_cholate_c,M_cholate_p
M_h_p,M_cholate_p
M_h2o_c,M_nadphx__R_c
M_nadph_c,M_nadphx__R_c
M_h2o_c,M_nadphx__S_c
M_nadph_c,M_nadphx__S_c
M_4abzglu_p,M_4abzglu_c
M_h_p,M_4abzglu_c
M_h2o_c,M_nadhx__S_c
M_nadh_c,M_nadhx__S_c
M_nadhx__S_c,M_nadhx__R_c
M_5phdt_c,M_5phua_c
M_h2o_c,M_5phua_c
M_amet_c,M_mteo2_c
M_teo2_c,M_mteo2_c
M_cysi__L_c,M_cysi__L_p
M_dhptdn_c,M_thptdn_c
M_h_c,M_thptdn_c
M_nadph_c,M_thptdn_c
M_dhptdn_c,M_thptdn_c
M_h_c,M_thptdn_c
M_nadh_c,M_thptdn_c
M_fad_c,M_fad_p
M_puacgam_c,M_puacgam_p
M_chtbs6p_c,M_mchtbs6p_c
M_h2o_c,M_mchtbs6p_c
M_fad_p,M_fad_e
M_dhptdp_c,M_dhptdd_c
M_4hbz_c,M_4hbz_p
M_h_p,M_4hbz_p
M_cur_c,M_dhcur_c
M_h_c,M_dhcur_c
M_nadph_c,M_dhcur_c
M_h_p,M_leu__L_c
M_leu__L_p,M_leu__L_c
M_h_p,M_ile__L_p
M_ile__L_c,M_ile__L_p
M_accoa_c,M_acmet_c
M_met__L_c,M_acmet_c
M_h_p,M_met__L_p
M_met__L_c,M_met__L_p
M_4fe4s_c,M_3fe4s_c
M_h2o2_c,M_3fe4s_c
M_h_c,M_3fe4s_c
M_gsn_c,M_gsn_p
M_h_p,M_gsn_p
M_2dglc_e,M_2dglc_p
M_e4p_c,M_erthrs_c
M_h2o_c,M_erthrs_c
M_pi_c,M_pi_p
M_atp_c,M_sfp_c
M_sf_c,M_sfp_c
M_h_c,M_dhps_c
M_nadh_c,M_dhps_c
M_sla_c,M_dhps_c
M_h_p,M_leu__L_p
M_leu__L_c,M_leu__L_p
M_h_p,M_ins_p
M_ins_c,M_ins_p
M_sq_e,M_sq_p
M_gly_c,M_gly_p
M_urate_e,M_urate_p
M_cbl1_e,M_cbl1_p
M_h_p,M_cbl1_p
M_cbi_e,M_cbi_p
M_h_p,M_cbi_p
M_prpmn_c,M_ch4_c
M_prpmn_c,M_prcp_c
M_psuri_p,M_psuri_c
M_ch4_c,M_ch4_p
M_2fe1s_c,M_iscs_c
M_2fe1s_c,M_iscu_2fe2s_c
M_iscssh_c,M_iscs_c
M_iscssh_c,M_iscu_2fe2s_c
M_iscu_c,M_iscs_c
M_iscu_c,M_iscu_2fe2s_c
M_h_p,M_metglcur_c
M_metglcur_p,M_metglcur_c
M_metglcur_e,M_metglcur_p
M_atp_c,M_iscs_c
M_dhgly_c,M_iscs_c
M_dxyl5p_c,M_iscs_c
M_h_c,M_iscs_c
M_iscssh_c,M_iscs_c
M_nadph_c,M_iscs_c
M_fmn_c,M_fmn_p
M_mththf_e,M_mththf_p
M_cu_c,M_cu_p
M_f_p,M_f_e
M_cysi__L_e,M_cysi__L_p
M_ser__L_c,M_ser__L_p
M_dhcur_c,M_thcur_c
M_h_c,M_thcur_c
M_nadph_c,M_thcur_c
M_rhmn_c,M_lkdr_c
M_3hbzcoa_c,M_3hbz_c
M_h2o_c,M_3hbz_c
M_amet_c,M_cxsam_c
M_pphn_c,M_cxsam_c
M_gmplys_c,M_nalme_c
M_h2o_c,M_nalme_c
M_accoa_c,M_acampnt_c
M_ampnt_c,M_acampnt_c
M_cs1_e,M_cs1_p
M_adocbl_e,M_adocbl_p
M_h_p,M_adocbl_p
M_h2o_c,M_sq_c
M_sqg_c,M_sq_c
M_ura_c,M_ura_p
M_lipa_p,M_12dgr181_p
M_lipa_p,M_enlipa_p
M_pe181_p,M_12dgr181_p
M_pe181_p,M_enlipa_p
M_atp_c,M_rpntp_c
M_mepn_c,M_rpntp_c
M_h2o_c,M_prpmn_c
M_rpntp_c,M_prpmn_c
M_fusa_e,M_fusa_p
M_mepn_e,M_mepn_p
M_udcpp_c,M_udcpgl_c
M_udpg_c,M_udcpgl_c
M_atp_c,M_mepn_c
M_h2o_c,M_mepn_c
M_mepn_p,M_mepn_c
M_novbcn_e,M_novbcn_p
M_fmn_p,M_pi_p
M_fmn_p,M_ribflv_p
M_h2o_p,M_pi_p
M_h2o_p,M_ribflv_p
M_4abzglu_e,M_4abzglu_p
M_quin_e,M_quin_p
M_2hptcoa_c,M_2hptcl_c
M_h2o_c,M_2hptcl_c
M_h_p,M_val__L_p
M_val__L_c,M_val__L_p
M_mn2_c,M_mn2_p
M_3oxdhscoa_c,M_23dhacoa_c
M_coa_c,M_23dhacoa_c
M_atp_c,M_o16a4colipa_e
M_h2o_c,M_o16a4colipa_e
M_o16a4colipa_p,M_o16a4colipa_e
M_atp_c,M_colipa_e
M_colipa_p,M_colipa_e
M_h2o_c,M_colipa_e
M_atp_c,M_enlipa_e
M_enlipa_p,M_enlipa_e
M_h2o_c,M_enlipa_e
M_bmoco_c,M_bmoco1gdp_c
M_gtp_c,M_bmoco1gdp_c
M_h_c,M_bmoco1gdp_c
M_cpmp_c,M_moadcoo_c
M_cu2_c,M_moadcoo_c
M_moadcosh_c,M_moadcoo_c
M_bmoco1gdp_c,M_bmocogdp_c
M_gtp_c,M_bmocogdp_c
M_h_c,M_bmocogdp_c
M_4fe4s_c,M_3fe4s_c
M_h_c,M_3fe4s_c
M_no_c,M_3fe4s_c
M_atp_c,M_octapb_c
M_h_c,M_octapb_c
M_octa_c,M_octapb_c
